gaia_dr3_source_id,risbud_original_class,jadhav_class,risbud_corrected_sample,jadhav_r3d_pc,jadhav_dist_from_orbit_pc,jadhav_dist_along_orbit_pc,jadhav_delta_phi_gc
459240172703225600,L,C,0,22.690000534057617,20.3799991607666,9.920000076293945,-0.05290000140666962
465284566074406272,L,C,1,23.329999923706055,21.200000762939453,9.920000076293945,-0.05220000073313713
459027760799624832,L,C,0,26.690000534057617,24.690000534057617,9.920000076293945,-0.050599999725818634
506905479238298624,C,L,1,12.960000038146973,7.690000057220459,10.390000343322754,-0.06520000100135803
507950977353541248,C,L,1,12.130000114440918,5.960000038146973,10.390000343322754,-0.0763000026345253
507098890202204160,C,L,1,10.899999618530273,3.619999885559082,10.390000343322754,-0.06889999657869339
507233064980992768,C,L,1,14.899999618530273,10.789999961853027,10.390000343322754,-0.0617000013589859
507531204428152448,C,L,1,10.789999961853027,3.4800000190734863,10.390000343322754,-0.06889999657869339
507292919646610560,C,L,1,12.569999694824219,7.170000076293945,10.390000343322754,-0.06469999998807907
507429568324366976,C,L,1,14.869999885559082,10.520000457763672,10.390000343322754,-0.06509999930858612
506925442246195968,C,L,1,11.699999809265137,5.440000057220459,10.390000343322754,-0.06639999896287918
507213445572226304,C,L,1,10.8100004196167,3.4700000286102295,10.390000343322754,-0.07180000096559525
505438249690378112,C,L,0,15.920000076293945,11.6899995803833,10.859999656677246,-0.07129999995231628
506333320876414464,C,L,1,18.399999618530273,14.729999542236328,10.859999656677246,-0.0828000009059906
507159638221396480,C,L,1,11.140000343322754,1.809999942779541,10.859999656677246,-0.07460000365972519
507792063564989568,C,L,1,13.210000038146973,7.510000228881836,10.859999656677246,-0.07670000195503235
507930464590036096,C,L,1,11.619999885559082,4.039999961853027,10.859999656677246,-0.07680000364780426
507311851862153088,C,L,1,11.6899995803833,4.71999979019165,10.859999656677246,-0.06920000165700912
508218570999439488,C,L,1,16.709999084472656,12.829999923706055,10.859999656677246,-0.08250000327825546
507898784914915712,C,L,1,14.079999923706055,8.829999923706055,10.859999656677246,-0.08079999685287476
507188672201008896,C,L,1,11.079999923706055,1.3300000429153442,10.859999656677246,-0.07559999823570251
507842812899032448,C,L,1,13.270000457763672,6.940000057220459,11.329999923706055,-0.0812000036239624
507294981230883200,C,L,1,13.90999984741211,8.09000015258789,11.329999923706055,-0.07079999893903732
507289586752005248,C,L,1,14.4399995803833,8.699999809265137,11.329999923706055,-0.07169999927282333
507252993628942720,C,L,1,15.130000114440918,9.949999809265137,11.329999923706055,-0.07020000368356705
507507290050421120,C,L,1,11.970000267028809,3.9200000762939453,11.329999923706055,-0.07429999858140945
507842606740604672,C,L,1,13.010000228881836,6.619999885559082,11.329999923706055,-0.08020000159740448
508127758210386432,C,L,1,17.899999618530273,13.75,11.329999923706055,-0.08839999884366989
507982347795757440,C,L,1,13.3100004196167,7.139999866485596,11.329999923706055,-0.08169999718666077
506307447991476224,C,L,0,18.469999313354492,14.359999656677246,11.8100004196167,-0.08510000258684158
507926268401708160,C,L,1,12.90999984741211,4.980000019073486,11.8100004196167,-0.08399999886751175
507967229510971648,C,L,1,12.210000038146973,3.8399999141693115,11.8100004196167,-0.08139999955892563
507202377434774016,C,L,0,11.710000038146973,1.7899999618530273,11.8100004196167,-0.07999999821186066
507197674452368512,C,L,1,12.289999961853027,1.2899999618530273,12.279999732971191,-0.08309999853372574
507587210803400960,C,L,1,13.609999656677246,5.03000020980835,12.75,-0.08579999953508377
458779369948700416,C,L,1,21.889999389648438,17.8700008392334,12.75,-0.07240000367164612
507947025983563008,C,L,1,13.90999984741211,5.949999809265137,12.75,-0.08990000188350677
507322125423773312,C,L,1,15.140000343322754,7.960000038146973,12.75,-0.08219999819993973
507114386445183872,C,L,1,14.609999656677246,5.769999980926514,13.220000267028809,-0.0869000032544136
508362641380198656,C,L,0,14.529999732971191,5.559999942779541,13.220000267028809,-0.09440000355243683
507945823392732544,C,L,1,14.579999923706055,4.639999866485596,13.699999809265137,-0.09730000048875809
507591265252635776,C,L,0,14.770000457763672,3.890000104904175,14.170000076293945,-0.09650000184774399
508180706572334848,C,L,1,19.729999542236328,13.920000076293945,14.170000076293945,-0.10559999942779541
507961594513974272,C,L,1,14.1899995803833,2.559999942779541,14.170000076293945,-0.09669999778270721
506913450697729280,C,L,1,18.25,10.989999771118164,14.640000343322754,-0.09059999883174896
507883941506592384,C,L,1,17.8700008392334,9.479999542236328,15.109999656677246,-0.10930000245571136
508364599885182720,C,L,1,16.829999923706055,5.539999961853027,16.059999465942383,-0.10949999839067459
507345455687039616,C,L,0,19.90999984741211,11.140000343322754,16.530000686645508,-0.10440000146627426
508048971330866432,C,L,1,18.190000534057617,6.980000019073486,17.0,-0.11879999935626984
507588413394407168,C,L,1,18.15999984741211,5.059999942779541,17.469999313354492,-0.1160999983549118
507977193835071104,C,L,0,17.690000534057617,2.440000057220459,17.469999313354492,-0.11959999799728394
507933587023501312,C,L,1,17.940000534057617,1.690000057220459,17.950000762939453,-0.12020000070333481
508628242157864320,C,L,1,20.3700008392334,9.319999694824219,17.950000762939453,-0.12800000607967377
507074254273411584,C,L,0,20.149999618530273,4.329999923706055,19.84000015258789,-0.131400004029274
