n_kos2024,n_risbud2025,n_shared,n_kos_only,n_risbud_only,n_union,jaccard_similarity,shared_fraction_kos,shared_fraction_risbud
1063,1278,885,178,393,1456,0.6078296703296703,0.8325493885230479,0.6924882629107981
