group_type,group,n_group,diagnostic,n_valid,n_missing,min,p01,p05,p16,median,p84,p95,p99,max
catalogue_status,kos_only,178,phot_g_mean_mag,178,0,8.960798263549805,9.969138145446777,10.485968160629273,11.957686958312989,16.386799812316895,17.319412612915038,17.44222984313965,17.486289291381837,17.49620819091797
catalogue_status,kos_only,178,phot_bp_mean_mag,178,0,9.190458297729492,10.180716047286987,10.74478621482849,12.109774513244629,17.374910354614258,18.737456283569337,18.894307708740236,18.998570652008056,19.04047393798828
catalogue_status,kos_only,178,phot_rp_mean_mag,178,0,8.540650367736816,9.605556840896606,10.023363828659058,11.111805381774902,15.206664562225342,16.155069580078123,16.28825988769531,16.317818641662598,16.330116271972656
catalogue_status,kos_only,178,phot_g_mean_flux_over_error,178,0,424.25799560546875,597.2408996582031,807.2922973632812,981.65224609375,1480.735107421875,3950.7165917968755,5266.133325195313,6860.548793945309,8176.47509765625
catalogue_status,kos_only,178,phot_bp_mean_flux_over_error,178,0,27.18497085571289,32.90228960037231,44.59803142547607,58.114202880859374,138.26663970947266,1535.2998486328138,2656.5958862304688,3525.048449707028,3799.88427734375
catalogue_status,kos_only,178,phot_rp_mean_flux_over_error,178,0,40.573909759521484,51.287029113769535,153.76666641235352,274.7155322265625,491.2308807373047,2362.130917968751,4264.212255859376,5111.429672851562,5745.080078125
catalogue_status,kos_only,178,phot_bp_rp_excess_factor,178,0,1.1770720481872559,1.1790094363689423,1.1950808346271515,1.222602882385254,1.389850676059723,1.4266425800323486,1.6349426388740542,2.2591413211822498,2.4127776622772217
catalogue_status,kos_only,178,bp_rp,178,0,0.45856380462646484,0.5117211818695069,0.6562170028686524,1.0080298233032225,2.1321778297424316,2.5695409393310547,2.6806894779205326,2.865661144256592,2.9537200927734375
catalogue_status,kos_only,178,bp_g,178,0,-0.29225635528564453,-0.09376971244812012,0.191725492477417,0.3626761245727539,1.0021471977233887,1.4079337310791016,1.4935187339782716,1.6317547225952147,1.6584587097167969
catalogue_status,kos_only,178,g_rp,178,0,0.2958555221557617,0.32550433158874514,0.41857447624206545,0.597175407409668,1.0969738960266113,1.1676292419433594,1.2725152969360354,1.3868406295776357,1.485696792602539
catalogue_status,risbud_only,393,phot_g_mean_mag,393,0,6.688835144042969,8.54256004333496,10.020689964294434,12.198126754760741,14.691446304321289,16.609086303710935,17.118783950805664,17.42650177001953,17.604469299316406
catalogue_status,risbud_only,393,phot_bp_mean_mag,393,0,7.3678364753723145,8.615027847290039,10.13747673034668,12.618292388916016,15.356091499328613,17.832213363647462,18.479248809814454,18.85673057556152,19.111713409423828
catalogue_status,risbud_only,393,phot_rp_mean_mag,393,0,5.8919572830200195,8.321421699523926,9.697844886779786,11.587651176452637,13.880006790161133,15.534603424072264,15.984749031066894,16.277485885620116,16.426536560058594
catalogue_status,risbud_only,393,phot_g_mean_flux_over_error,393,0,752.4259033203125,847.2268725585938,1066.7590576171874,1487.8628125,2779.5517578125,5239.534335937498,6900.031933593746,8714.216874999998,10479.064453125
