group_type,group,n_group,diagnostic,n_valid,n_missing,min,p01,p05,p16,median,p84,p95,p99,max
homogenized_class,C,940,phot_g_mean_mag,940,0,7.006319999694824,8.409736108779907,9.880045795440674,11.398297157287598,14.262721061706543,16.47413040161133,17.152702426910402,17.40084129333496,17.49620819091797
homogenized_class,C,940,phot_bp_mean_mag,940,0,7.669933319091797,8.61735592842102,10.079775857925416,11.736093978881836,14.928337097167969,17.635587615966795,18.489733505249024,18.86497438430786,19.102359771728516
homogenized_class,C,940,phot_rp_mean_mag,940,0,6.216334819793701,7.978315415382386,9.46922745704651,10.868139877319337,13.513094425201416,15.419598579406738,16.008802127838134,16.238024597167968,16.330116271972656
homogenized_class,C,940,phot_g_mean_flux_over_error,940,0,342.2477111816406,730.426626586914,979.1050018310547,1471.3077783203125,2963.58349609375,5014.48587890625,6782.730664062498,8067.042890625002,10173.9443359375
homogenized_class,C,940,phot_bp_mean_flux_over_error,940,0,27.18497085571289,43.86332191467285,73.14663696289062,137.15423645019533,595.1978759765625,1988.2877294921875,2965.4320800781243,4084.9397460937507,7024.591796875
homogenized_class,C,940,phot_rp_mean_flux_over_error,940,0,17.30510902404785,122.74481895446777,283.3945037841797,430.8611145019531,1009.5958862304688,3198.9179296875,4778.443334960937,6095.159003906251,8596.697265625
homogenized_class,C,940,phot_bp_rp_excess_factor,940,0,1.1640195846557617,1.1727160811424255,1.1859217047691346,1.2066332769393922,1.2651054859161377,1.3746993923187256,1.4190260291099548,1.5476915645599365,2.3671934604644775
homogenized_class,C,940,bp_rp,940,0,0.1834096908569336,0.36135312080383303,0.5626652717590332,0.8679521942138672,1.4420366287231445,2.2019562911987305,2.495575475692749,2.7042292213439945,2.9537200927734375
homogenized_class,C,940,bp_g,940,0,-0.27436256408691406,0.11206649780273438,0.19824814796447754,0.3382954788208008,0.6495242118835449,1.1378672790527344,1.3609395027160645,1.5118311119079593,1.6803970336914062
homogenized_class,C,940,g_rp,940,0,0.1291961669921875,0.2399872875213623,0.3554828643798828,0.5203608703613282,0.7902207374572754,1.0753697204589843,1.1465159893035888,1.2399778175354004,1.4852113723754883
homogenized_class,L,184,phot_g_mean_mag,184,0,7.233270645141602,8.160199618339538,10.070590925216674,11.778339881896972,14.374555587768555,16.91044807434082,17.351050662994385,17.479577083587646,17.49402618408203
homogenized_class,L,184,phot_bp_mean_mag,184,0,7.836325645446777,8.297991352081299,10.251692295074463,12.08740333557129,14.97599172592163,18.156225662231446,18.712153244018555,18.898796310424803,18.986064910888672
homogenized_class,L,184,phot_rp_mean_mag,184,0,6.382778167724609,7.923906922340393,9.73199028968811,11.190000305175781,13.614771366119385,15.796244277954102,16.200095558166502,16.305008068084717,16.331741333007812
homogenized_class,L,184,phot_g_mean_flux_over_error,184,0,424.25799560546875,598.6481384277344,961.4880615234375,1291.7613574218751,2916.4306640625,5368.32916015625,6818.5653076171875,7830.012265624998,8707.078125
homogenized_class,L,184,phot_bp_mean_flux_over_error,184,0,33.989009857177734,43.98134605407715,60.60055732727051,96.83802154541016,653.6052856445312,2081.05333984375,3044.312365722656,5268.779199218749,5288.79833984375
homogenized_class,L,184,phot_rp_mean_flux_over_error,184,0,45.34207534790039,65.4781248474121,231.44098892211915,357.13930053710936,1061.347900390625,3204.83248046875,4527.462426757812,7225.807104492169,8734.853515625
homogenized_class,L,184,phot_bp_rp_excess_factor,184,0,1.1660016775131226,1.1737840640544892,1.1795632779598235,1.2068408155441284,1.2707610130310059,1.3960989904403687,1.465171033143997,2.0555158829689,2.4127776622772217
homogenized_class,L,184,bp_rp,184,0,0.24660110473632812,0.3585858011245728,0.5240685939788818,0.8766501235961914,1.434664249420166,2.3380397033691405,2.510872650146484,2.637279167175292,2.7599353790283203
homogenized_class,L,184,bp_g,184,0,-0.29225635528564453,0.05384836673736573,0.17227230072021485,0.335023193359375,0.6433768272399902,1.252725830078125,1.3750340461730957,1.4556875991821283,1.4933738708496094
homogenized_class,L,184,g_rp,184,0,0.17356634140014648,0.2413045358657837,0.33226709365844725,0.5240537643432618,0.7967777252197266,1.113864860534668,1.1789154052734374,1.3543690967559814,1.485696792602539
homogenized_class,T,332,phot_g_mean_mag,332,0,6.688835144042969,8.65787091255188,10.367436981201172,12.38647533416748,14.908175468444824,16.6881192779541,17.13626308441162,17.466178436279296,17.604469299316406
homogenized_class,T,332,phot_bp_mean_mag,332,0,7.3678364753723145,8.808572216033935,10.54999074935913,12.847419776916505,15.6437349319458,17.875742950439452,18.52688045501709,18.88982971191406,19.111713409423828
homogenized_class,T,332,phot_rp_mean_mag,332,0,5.8919572830200195,8.436568908691406,10.045081663131715,11.764569511413574,14.071684837341309,15.604769592285155,16.01158971786499,16.308165531158448,16.426536560058594
homogenized_class,T,332,phot_g_mean_flux_over_error,332,0,588.5132446289062,751.4990106201171,1024.0818664550782,1357.62673828125,2539.7738037109375,4657.8552734375,6595.497534179687,8691.909404296874,10479.064453125
homogenized_class,T,332,phot_bp_mean_flux_over_error,332,0,23.199378967285156,49.92172466278076,69.29897766113281,111.14173126220703,467.1001892089844,1523.7682470703116,2629.585498046875,3943.161479492187,6727.6064453125
homogenized_class,T,332,phot_rp_mean_flux_over_error,332,0,39.59538269042969,105.26941802978516,288.74007415771484,363.150009765625,851.9249267578125,2543.1020800781234,4008.3479736328118,5220.7787255859375,8542.578125
homogenized_class,T,332,phot_bp_rp_excess_factor,332,0,1.1651155948638916,1.1690259444713593,1.1810780704021453,1.218360104560852,1.2775967121124268,1.3859655094146728,1.4225552082061768,1.4679182970523834,1.770770788192749
homogenized_class,T,332,bp_rp,332,0,0.15802001953125,0.266386661529541,0.535482120513916,1.022869987487793,1.5789294242858887,2.2578285980224604,2.5367709159851075,2.7666238021850584,2.802006721496582
homogenized_class,T,332,bp_g,332,0,0.042922019958496094,0.08458451271057128,0.1961942195892334,0.4260749435424805,0.7366876602172852,1.1827985382080077,1.3872972488403321,1.5698511505126953,1.5820808410644531
homogenized_class,T,332,g_rp,332,0,0.1150979995727539,0.18160732269287108,0.33945450782775877,0.5954201889038085,0.8381400108337402,1.0886071014404295,1.1572763919830322,1.2086289882659913,1.267333984375
