diagnostic,n_valid,min,p01,p05,p16,median,p84,p95,p99,max
phot_bp_rp_excess_factor_corrected,1456,-0.02300014057044608,-0.011918888788020898,-0.006195797082695409,-0.0033123179273534032,0.0005453564416404433,0.006138692574282523,0.028644149127264373,0.2921193662864693,1.1902107435386309
