GaiaDR3,Cluster,Ref,ClusterID,Grade,Class,RA_ICRS,DE_ICRS,rmedgeo,pmRA,pmDE,RV,Gmag,BPmag,RPmag,BP-RP,GMAG,r3d,v3d,rsky,pmR,e_pmR,pmT,e_pmT,deltaRVGC,deltaphiGC,distFromO,distAlongO,cmdDist,q,e_q,MassSysMLR,MassSys,e_MassSys,MassA,e_MassA,MassB,e_MassB,_RA.icrs,_DE.icrs,has_rv,cluster_ra,cluster_dec,cluster_distance,r_cluster_pc,distance_ratio
458237899133772544,Stock_2,Risbud2025,106,S,T,38.533022,58.755688,370.4135,14.003,-14.6009,10.0759,12.7911,13.2186,12.1954,1.0231,4.9476,16.39,1.17,2.5354,-0.6766,0.0079,-0.0439,0.0171,-0.396,0.0803,12.61,-10.39,,,,,,,,,,,38.532902,58.755753,True,33.8500429,59.57700901,370.24623325,16.392378949913834,1.000451771645404
509877356094079744,Stock_2,Kos2024,105,S,L,23.24977,60.802539,384.7807,17.6012,-10.5101,6.946,11.8716,12.179,11.3969,0.7821,3.9456,38.44,2.02,5.3958,0.2534,0.0074,-0.2874,0.0175,1.4246,-0.238,20.0,33.06,,,,,,,,,,,23.24961,60.802586,True,33.8500429,59.57700901,370.24623325,38.43902173304673,1.0392562177403328
446621352624952704,Stock_2,Kos2024,105,S,T,51.794458,54.47835,352.4819,12.0833,-17.3299,19.1026,14.5213,15.2041,13.7222,1.4819,6.7856,71.3,4.78,10.9018,-0.2681,0.0131,1.104,0.0316,4.3715,0.4405,37.06,-60.95,,,,,,,,,,,51.794366,54.478427,True,33.8500429,59.57700901,370.24623325,71.30110813066443,0.9520202188309501
447518382313874560,Stock_2,Risbud2025,106,S,T,46.942113,55.431779,343.5652,14.2819,-17.642,17.1105,13.802,14.4589,13.0231,1.4358,6.122,57.25,4.47,8.1163,0.5931,0.0071,0.4228,0.0195,4.3784,0.38,19.56,-53.86,,,,,,,,,,,46.942001,55.431857,True,33.8500429,59.57700901,370.24623325,57.247926898939426,0.9279370568721377
446651932791889664,Stock_2,Risbud2025,106,S,T,50.965379,54.361091,364.0086,12.535,-16.6536,11.5605,14.7795,15.5511,13.9145,1.6366,6.9739,68.39,3.76,10.5833,0.3147,0.015,1.2147,0.0317,-1.267,0.3847,44.59,-51.5,,,,,,,,,,,50.965283,54.361165,True,33.8500429,59.57700901,370.24623325,68.3895066742236,0.9831527435262571
448223852163698176,Stock_2,Risbud2025,106,S,T,52.938773,55.411459,372.2572,10.8338,-17.1312,13.9106,12.5178,13.0358,11.8368,1.1991,4.6636,71.34,1.17,10.9548,-0.3703,0.0099,0.6237,0.0155,0.3117,0.3648,52.44,-48.19,,,,,,,,,,,52.938688,55.411535,True,33.8500429,59.57700901,370.24623325,71.339783070151,1.0054314306788428
507950977353541248,Stock_2,Risbud2025,106,S,L,30.701379,60.260642,374.9518,16.7435,-13.1293,8.9755,11.1776,11.4669,10.7176,0.7493,3.3077,12.13,2.05,1.7194,-0.427,0.0096,0.105,0.0316,1.8455,-0.0763,5.96,10.39,,,,,,,,,,,30.701229,60.2607,True,33.8500429,59.57700901,370.24623325,12.132260554216348,1.0127092900005892
506905479238298624,Stock_2,Risbud2025,106,S,L,33.226162,59.163616,382.7455,15.8777,-13.3755,9.2338,11.4454,11.7753,10.9441,0.8312,3.5309,12.96,1.39,0.5215,-0.029,0.0266,0.5046,0.0018,1.3584,-0.0652,7.69,10.39,,,,,,,,,,,33.226024,59.163676,True,33.8500429,59.57700901,370.24623325,12.96031658280532,1.0337593353490249
463950136917895936,Stock_2,Risbud2025,106,S,T,40.598378,58.016008,378.3938,13.8881,-14.5601,15.5103,15.0969,15.8301,14.2644,1.5657,7.2071,26.29,5.07,3.8237,-0.0786,0.0121,0.2983,0.0341,3.8726,0.0872,24.23,-10.39,,,,,,,,,,,40.598261,58.016073,True,33.8500429,59.57700901,370.24623325,26.28781546703527,1.0220058059159203
460876555240049792,Stock_2,Risbud2025,106,S,T,41.325777,57.584934,348.3176,14.5642,-16.2047,12.7212,11.2573,11.5324,10.8231,0.7093,3.5474,35.1,1.92,4.3691,-0.3067,0.0091,-0.0342,0.0304,1.3128,0.2391,6.69,-34.49,,,,,,,,,,,41.325656,57.585006,True,33.8500429,59.57700901,370.24623325,35.097698392576774,0.9407728390441364
460857141988523392,Stock_2,Risbud2025,106,S,T,41.76963,57.391483,363.6625,14.2665,-15.1345,4.087,13.032,13.5679,12.343,1.2249,5.2285,30.66,6.98,4.672,-0.1006,0.005,0.5768,0.0221,-5.1516,0.1808,18.3,-24.56,,,,,,,,,,,41.769512,57.39155,True,33.8500429,59.57700901,370.24623325,30.66110839703418,0.9822179602147243
463983702081221248,Stock_2,Risbud2025,106,S,T,40.86378,58.459892,346.5298,15.4571,-15.9718,9.783,8.8551,8.9374,8.674,0.2634,1.1564,33.46,1.08,3.7745,0.2975,0.0113,0.4546,0.0191,0.0153,0.228,2.79,-33.54,,,,,,,,,,,40.863649,58.459963,True,33.8500429,59.57700901,370.24623325,33.46443632559797,0.9359441606149008
507343531541908864,Stock_2,Risbud2025,106,S,T,33.733665,60.004118,355.8118,16.9395,-13.7667,16.1961,12.1082,12.5814,11.4616,1.1197,4.3521,14.69,8.31,0.4311,0.446,0.0187,-0.5033,0.0158,6.1365,0.0635,10.29,-10.39,,,,,,,,,,,33.733514,60.004179,True,33.8500429,59.57700901,370.24623325,14.6905059075563,0.9610139632662962
460086929792583040,Stock_2,Risbud2025,106,S,T,48.39682,57.108086,377.1135,11.8902,-16.4215,14.5656,12.6892,13.1652,12.0437,1.1215,4.8068,52.61,2.16,7.9788,-0.163,0.0082,0.2188,0.0142,2.071,0.2357,42.99,-30.23,,,,,,,,,,,48.396723,57.108159,True,33.8500429,59.57700901,370.24623325,52.61267001877422,1.0185478369076697
460582023562359168,Stock_2,Risbud2025,106,S,T,42.325489,56.561206,361.5412,14.0865,-15.6255,7.225,8.7176,8.782,8.5671,0.2148,0.9268,35.53,4.32,5.3885,-0.0969,0.0053,0.215,0.0287,-3.1168,0.2117,20.65,-28.82,,,,,,,,,,,42.325375,56.561276,True,33.8500429,59.57700901,370.24623325,35.5300238969966,0.9764885298802699
459105379449631616,Stock_2,Risbud2025,106,S,T,35.237411,58.512453,362.182,15.8511,-13.9054,10.885,12.646,13.0407,12.083,0.9577,4.8513,11.49,2.02,1.2814,-0.2872,0.0031,0.2221,0.0168,1.2895,0.0713,4.94,-10.39,,,,,,,,,,,35.237276,58.512515,True,33.8500429,59.57700901,370.24623325,11.494218740717493,0.9782192699728162
464145025353796480,Stock_2,Risbud2025,106,S,T,41.646732,59.409664,354.7416,14.5246,-16.1443,9.6371,12.9838,13.4624,12.3373,1.1251,5.2343,29.45,0.49,3.956,0.0195,0.0133,0.0921,0.0136,-0.1207,0.1895,11.09,-27.4,,,,,,,,,,,41.646605,59.409736,True,33.8500429,59.57700901,370.24623325,29.44965200594361,0.9581234544538071
460775125293455872,Stock_2,Risbud2025,106,S,T,42.065937,56.709421,362.9972,14.2308,-15.5945,13.43,12.9714,13.3931,12.3807,1.0124,5.1719,34.0,2.1,5.1861,0.0632,0.0035,0.2108,0.0213,1.9054,0.1989,20.64,-26.93,,,,,,,,,,,42.065822,56.70949,True,33.8500429,59.57700901,370.24623325,33.99872484011009,0.9804210479432339
459864317347766528,Stock_2,Risbud2025,106,S,T,44.434053,56.394316,372.8492,13.8169,-16.042,14.1669,15.3633,16.113,14.3586,1.7544,7.5056,41.82,2.82,6.4267,0.7094,0.0142,0.1347,0.0438,2.8139,0.2004,32.82,-25.98,,,,,,,,,,,44.433942,56.394387,True,33.8500429,59.57700901,370.24623325,41.822423119222606,1.0070303665945533
464221883785589376,Stock_2,Risbud2025,106,S,T,40.03406,59.20513,354.0901,14.9008,-15.9279,10.9089,12.9186,13.3468,12.3215,1.0254,5.1731,25.73,1.16,3.1678,-0.0441,0.013,-0.0837,0.0148,0.9565,0.1717,6.36,-25.04,,,,,,,,,,,40.033931,59.205201,True,33.8500429,59.57700901,370.24623325,25.73108799581097,0.9563638146749465
459036488173206656,Stock_2,Risbud2025,106,S,T,36.73057,58.918798,362.3286,15.1635,-14.191,15.0287,14.6177,15.246,13.8566,1.3894,6.8222,13.0,5.95,1.6129,-0.4423,0.008,0.3218,0.0253,3.8144,0.0883,2.95,-12.75,,,,,,,,,,,36.730439,58.918861,True,33.8500429,59.57700901,370.24623325,13.000556268344805,0.9786152226843755
507142389631659648,Stock_2,Risbud2025,106,S,T,32.318296,59.87092,350.874,16.3544,-13.3979,,16.6734,17.8557,15.6046,2.251,8.9476,20.06,,0.8262,0.9574,0.0243,-0.3885,0.0693,,0.069,16.15,-11.81,,,,,,,,,,,32.318151,59.870979,False,33.8500429,59.57700901,370.24623325,20.05742235827043,0.9476774332585328
507432660700780800,Stock_2,Risbud2025,106,S,T,34.397747,60.251423,354.9033,16.2883,-14.3358,,16.5898,17.8014,15.5105,2.2909,8.8393,16.02,,0.7281,0.1203,0.0707,0.1383,0.0304,,0.0748,10.46,-12.28,,,,,,,,,,,34.397601,60.251487,False,33.8500429,59.57700901,370.24623325,16.019616810120915,0.9585601908348382
460870885883240704,Stock_2,Risbud2025,106,S,T,41.176065,57.525817,378.4215,13.8407,-14.6686,,16.0258,16.9797,15.0652,1.9145,8.1359,29.47,,4.3304,-0.0082,0.0181,0.3193,0.055,,0.1039,26.75,-12.28,,,,,,,,,,,41.175951,57.525882,False,33.8500429,59.57700901,370.24623325,29.46744092961114,1.022080620991706
458528788680963456,Stock_2,Risbud2025,106,S,T,33.804603,56.840724,359.9208,16.1926,-13.2384,,15.7949,16.7407,14.8284,1.9123,8.0138,20.26,,2.7353,-0.6273,0.0464,-0.1076,0.0395,,0.0798,16.62,-11.81,,,,,,,,,,,33.804471,56.840783,False,33.8500429,59.57700901,370.24623325,20.261071549734627,0.9721119829920646
508229703550790144,Stock_2,Risbud2025,106,S,L,29.059451,60.864313,384.1606,17.3352,-12.2767,,17.1031,18.3884,15.9883,2.4001,9.1805,22.59,,2.7033,-0.8377,0.0105,-0.4239,0.0619,,-0.1515,6.52,21.72,,,,,,,,,,,29.059293,60.864367,False,33.8500429,59.57700901,370.24623325,22.592356617060528,1.0375813863867311
507218599531252992,Stock_2,Risbud2025,106,S,T,34.346845,59.004789,355.9643,16.0486,-14.3888,,16.6784,17.8789,15.564,2.3149,8.9213,14.82,,0.6259,-0.0711,0.0332,-0.2831,0.0708,,0.0821,7.55,-12.75,,,,,,,,,,,34.346706,59.004853,False,33.8500429,59.57700901,370.24623325,14.822378550725631,0.9614258513189073
507399297394092800,Stock_2,Risbud2025,106,S,T,35.423022,60.283869,356.8123,15.6395,-14.8756,,15.5729,16.4835,14.6353,1.8482,7.8107,15.02,,1.0586,-0.4148,0.0424,0.1122,0.0034,,0.0797,8.29,-12.75,,,,,,,,,,,35.422882,60.283935,False,33.8500429,59.57700901,370.24623325,15.018973996562012,0.9637162189819524
457771809283015168,Stock_2,Risbud2025,106,S,T,38.086786,56.606881,370.6925,15.0738,-14.3912,,16.3416,17.4426,15.3062,2.1364,8.4965,24.04,,3.7156,0.1389,0.0093,0.2879,0.0567,,0.1015,20.27,-12.75,,,,,,,,,,,38.086664,56.606945,False,33.8500429,59.57700901,370.24623325,24.04141193438608,1.001205324213788
507914865271996544,Stock_2,Risbud2025,106,S,T,29.36024,60.215782,343.6885,18.6339,-12.6903,,15.7385,16.8147,14.7012,2.1135,8.0577,30.29,,2.3396,-0.0655,0.0152,-1.0563,0.0303,,0.0613,27.81,-11.81,,,,,,,,,,,29.360073,60.215838,False,33.8500429,59.57700901,370.24623325,30.29150942812838,0.9282700784910686
459270546713060096,Stock_2,Risbud2025,106,S,T,37.11023,59.523312,363.3749,15.1047,-14.8262,,16.5106,17.6557,15.4562,2.1995,8.7088,12.62,,1.6527,-0.2008,0.0491,-0.0686,0.0539,,0.0817,4.6,-11.81,,,,,,,,,,,37.110097,59.523378,False,33.8500429,59.57700901,370.24623325,12.616558653312302,0.9814411798610784
507289586752005248,Stock_2,Risbud2025,106,S,L,33.544331,59.394531,384.5965,16.3556,-13.7256,,16.2985,17.4458,15.2483,2.1975,8.3735,14.44,,0.2396,-0.2159,0.0699,1.1895,0.0055,,-0.0717,8.7,11.33,,,,,,,,,,,33.544188,59.394592,False,33.8500429,59.57700901,370.24623325,14.436746211238464,1.0387587109908836
458197320283280768,Stock_2,Risbud2025,106,S,T,38.213393,58.190382,367.7915,14.753,-14.4244,,15.8157,16.7307,14.8692,1.8616,7.9877,17.22,,2.6454,-0.2371,0.0107,0.2252,0.0429,,0.0949,11.65,-12.75,,,,,,,,,,,38.213269,58.190446,False,33.8500429,59.57700901,370.24623325,17.218278267270424,0.9933699980457532
506307447991476224,Stock_2,Risbud2025,106,S,L,28.560487,58.802517,372.9927,16.6988,-12.2938,,16.5602,17.6309,15.5414,2.0896,8.7017,18.47,,2.8158,0.303,0.0537,-0.0787,0.0417,,-0.0851,14.36,11.81,,,,,,,,,,,28.560344,58.802572,False,33.8500429,59.57700901,370.24623325,18.47400741147016,1.0074179464997974
508127758210386432,Stock_2,Risbud2025,106,S,L,28.718422,60.630829,371.0108,17.1707,-12.2384,,15.4319,16.4226,14.4522,1.9704,7.585,17.9,,2.7643,0.0326,0.0077,-0.328,0.0269,,-0.0884,13.75,11.33,,,,,,,,,,,28.718266,60.630883,False,33.8500429,59.57700901,370.24623325,17.903118792764342,1.0020650223590089
507842606740604672,Stock_2,Risbud2025,106,S,L,30.208566,59.72587,375.2599,17.0682,-12.0624,,15.9759,16.9928,14.9508,2.042,8.1042,13.01,,1.8453,-0.491,0.032,-0.6804,0.0416,,-0.0802,6.62,11.33,,,,,,,,,,,30.208416,59.725924,False,33.8500429,59.57700901,370.24623325,13.01143672799406,1.0135414389121271
507883941506592384,Stock_2,Risbud2025,106,S,L,28.805591,59.906047,376.6092,17.1264,-12.4249,,16.2937,17.557,15.1759,2.3811,8.4142,17.87,,2.5616,-0.3492,0.0287,0.0414,0.0414,,-0.1093,9.48,15.11,,,,,,,,,,,28.805439,59.906102,False,33.8500429,59.57700901,370.24623325,17.8702324285197,1.0171857703835263
459022400680544256,Stock_2,Risbud2025,106,S,T,36.969789,58.796997,364.9523,14.6849,-14.6204,,16.8031,17.9732,15.7159,2.2573,8.9919,12.58,,1.7777,-0.5285,0.02,-0.2635,0.0661,,0.0811,5.45,-11.34,,,,,,,,,,,36.969663,58.797062,False,33.8500429,59.57700901,370.24623325,12.575304841092162,0.9857015878229735
458937257251264256,Stock_2,Risbud2025,106,S,T,36.452986,58.599651,365.0421,15.6448,-14.7967,,16.246,17.2775,15.2523,2.0253,8.4343,11.83,,1.6559,0.3947,0.0089,-0.1383,0.0556,,0.0753,5.43,-10.39,,,,,,,,,,,36.452852,58.599717,False,33.8500429,59.57700901,370.24623325,11.831784808969308,0.9859441291155931
459265667628938368,Stock_2,Risbud2025,106,S,L,36.95089,59.533003,398.2329,14.8958,-14.1894,,16.6521,17.7867,15.603,2.1837,8.6514,29.9,,1.5715,0.8964,0.0458,-0.7525,0.0487,,-0.0839,25.85,15.11,,,,,,,,,,,36.950759,59.533066,False,33.8500429,59.57700901,370.24623325,29.903111271788244,1.0755893355195936
509519327614280064,Stock_2,Risbud2025,106,S,L,25.909107,59.665019,370.8383,17.1655,-11.5447,,16.8017,17.9798,15.7245,2.2553,8.9558,25.96,,4.0112,0.62,0.032,-0.2149,0.0411,,-0.1202,20.69,15.59,,,,,,,,,,,25.908956,59.66507,False,33.8500429,59.57700901,370.24623325,25.96353350865624,1.001599116201137
510933368284357504,Stock_2,Risbud2025,106,S,L,20.510374,61.943493,358.6789,18.7518,-10.47,,16.9138,18.2857,15.7697,2.516,9.1403,45.46,,6.9005,1.1588,0.0164,-0.1117,0.0698,,-0.1412,42.56,16.06,,,,,,,,,,,20.510197,61.943539,False,33.8500429,59.57700901,370.24623325,45.4649771983596,0.9687577287459143
509869968750649856,Stock_2,Risbud2025,106,S,L,23.562204,60.742557,362.8239,18.5781,-11.3503,,16.1345,17.1521,15.1365,2.0156,8.336,34.35,,5.2368,0.2361,0.017,-0.1768,0.0465,,-0.1182,31.37,14.17,,,,,,,,,,,23.562035,60.742607,False,33.8500429,59.57700901,370.24623325,34.346258266894786,0.9799529810611517
507098890202204160,Stock_2,Risbud2025,106,S,L,31.796409,59.330825,378.5998,17.1745,-13.4482,,16.356,17.5347,15.2709,2.2638,8.4651,10.9,,1.0723,-1.055,0.0568,0.7803,0.0509,,-0.0689,3.62,10.39,,,,,,,,,,,31.796259,59.330885,False,33.8500429,59.57700901,370.24623325,10.903178685629657,1.0225621924001034
507591265252635776,Stock_2,Risbud2025,106,S,L,31.890097,60.453536,382.2352,15.7857,-13.6989,,16.59,17.7502,15.5289,2.2213,8.6784,14.77,,1.3142,-0.5295,0.0083,0.599,0.0724,,-0.0965,3.89,14.17,,,,,,,,,,,31.889955,60.453597,False,33.8500429,59.57700901,370.24623325,14.77174162328336,1.0323810633933033
507977193835071104,Stock_2,Risbud2025,106,S,L,30.854691,60.406842,383.8855,16.3574,-12.6274,,17.0156,18.2815,15.9201,2.3614,9.0946,17.69,,1.712,-0.3372,0.0139,-0.168,0.0911,,-0.1196,2.44,17.47,,,,,,,,,,,30.854544,60.406898,False,33.8500429,59.57700901,370.24623325,17.69075399445509,1.036838367348873
507213445572226304,Stock_2,Risbud2025,106,S,L,31.682494,60.320588,376.833,15.7475,-12.727,,15.6023,16.4642,14.6424,1.8218,7.7216,10.81,,1.3155,0.4432,0.001,-0.0513,0.0468,,-0.0718,3.47,10.39,,,,,,,,,,,31.682353,60.320644,False,33.8500429,59.57700901,370.24623325,10.814068326853505,1.0177902329813913
505438249690378112,Stock_2,Risbud2025,106,S,L,30.955702,58.181237,378.8865,15.8349,-12.3465,,17.0597,18.2834,15.9699,2.3135,9.1671,15.92,,2.0452,0.0691,0.0947,-0.4226,0.019,,-0.0713,11.69,10.86,,,,,,,,,,,30.955569,58.181292,False,33.8500429,59.57700901,370.24623325,15.920185380341552,1.0233365419390126
508265918715959552,Stock_2,Risbud2025,106,S,L,29.346258,61.283503,380.0595,16.6591,-12.5957,,17.0037,18.281,15.8961,2.3849,9.1044,20.8,,2.8,-0.2115,0.0017,0.0163,0.0583,,-0.1302,10.13,17.95,,,,,,,,,,,29.346104,61.283559,False,33.8500429,59.57700901,370.24623325,20.79789238979362,1.0265047038125406
507074254273411584,Stock_2,Risbud2025,106,S,L,30.566135,59.505919,387.1287,16.168,-13.092,,16.8401,18.035,15.7733,2.2617,8.9008,20.15,,1.6658,-0.2389,0.0477,0.7352,0.0564,,-0.1314,4.33,19.84,,,,,,,,,,,30.565993,59.505977,False,33.8500429,59.57700901,370.24623325,20.154301408219553,1.0455979432979148
507329100451889024,Stock_2,Risbud2025,106,S,T,33.783089,59.852437,355.1352,16.5554,-14.394,,16.8048,18.1111,15.6744,2.4367,9.0528,15.21,,0.2775,-0.0945,0.064,-0.0245,0.0623,,0.069,10.2,-11.34,,,,,,,,,,,33.782942,59.852501,False,33.8500429,59.57700901,370.24623325,15.21273990994253,0.9591865307653336
507945823392732544,Stock_2,Risbud2025,106,S,L,30.276716,60.085748,378.2439,16.6661,-12.4368,,15.8098,16.7116,14.8597,1.8519,7.921,14.58,,1.8658,-0.2346,0.0224,-0.2759,0.0425,,-0.0973,4.64,13.7,,,,,,,,,,,30.276567,60.085803,False,33.8500429,59.57700901,370.24623325,14.577915336101958,1.0216009402169928
508362641380198656,Stock_2,Risbud2025,106,S,L,31.060967,60.713399,378.8274,15.7973,-13.0786,,16.7188,17.8649,15.6696,2.1953,8.8266,14.53,,1.7936,0.1115,0.0033,0.4048,0.0617,,-0.0944,5.56,13.22,,,,,,,,,,,31.060824,60.713457,False,33.8500429,59.57700901,370.24623325,14.530035998637656,1.0231769184379678
507508213464685056,Stock_2,Risbud2025,106,S,T,33.132804,59.886348,354.4648,16.3783,-14.1892,,15.9607,16.9769,14.9627,2.0143,8.2128,16.07,,0.4758,0.2459,0.0018,0.2364,0.056,,0.0627,12.11,-10.39,,,,,,,,,,,33.132659,59.886411,False,33.8500429,59.57700901,370.24623325,16.065615269581755,0.9573758438770019
509647352001116928,Stock_2,Risbud2025,106,S,L,26.582312,60.173602,365.8498,17.3707,-11.5804,,15.3394,16.149,14.4604,1.6886,7.5229,24.13,,3.6915,0.5857,0.0135,-0.4795,0.0229,,-0.0888,21.58,10.86,,,,,,,,,,,26.582157,60.173653,False,33.8500429,59.57700901,370.24623325,24.128695201025785,0.9881256502965382
507322125423773312,Stock_2,Risbud2025,106,S,L,33.429299,59.96336,385.1035,15.772,-13.7054,,16.0992,17.1562,15.0947,2.0615,8.1713,15.14,,0.4406,-0.733,0.0215,-0.1176,0.0525,,-0.0822,7.96,12.75,,,,,,,,,,,33.429159,59.963421,False,33.8500429,59.57700901,370.24623325,15.138374637209179,1.040128069959237
508646521538349056,Stock_2,Risbud2025,106,S,T,29.522214,61.572453,344.6517,17.8241,-13.6,,16.8535,18.0851,15.7612,2.3238,9.1666,31.39,,2.9136,0.3739,0.004,0.0945,0.0539,,0.0483,29.62,-10.39,,,,,,,,,,,29.522047,61.572513,False,33.8500429,59.57700901,370.24623325,31.38890941678343,0.930871590440414
507197674452368512,Stock_2,Risbud2025,106,S,L,31.798894,60.096087,379.936,16.0379,-13.3062,,15.6157,16.5199,14.6807,1.8392,7.7172,12.29,,1.1538,-0.2798,0.0072,0.2803,0.0459,,-0.0831,1.29,12.28,,,,,,,,,,,31.798751,60.096146,False,33.8500429,59.57700901,370.24623325,12.28597033820972,1.0261711420125568
507546253994631808,Stock_2,Risbud2025,106,S,T,33.728912,60.418387,354.8112,15.4933,-13.7562,,17.2004,18.7768,16.0028,2.774,9.4504,16.33,,0.8435,0.6679,0.084,1.0106,0.0724,,0.0642,12.26,-10.86,,,,,,,,,,,33.728772,60.418448,False,33.8500429,59.57700901,370.24623325,16.331414890880424,0.9583114374601136
507202377434774016,Stock_2,Risbud2025,106,S,L,31.401493,60.023061,378.2469,15.7344,-12.7166,,16.8266,18.056,15.7368,2.3192,8.9377,11.71,,1.3097,0.3906,0.028,-0.0333,0.0786,,-0.08,1.79,11.81,,,,,,,,,,,31.401353,60.023117,False,33.8500429,59.57700901,370.24623325,11.713245336515545,1.0216090429327818
507276530050421504,Stock_2,Risbud2025,106,S,T,34.028592,59.677145,356.2409,15.705,-14.1492,,16.6153,17.8766,15.5223,2.3544,8.8565,14.03,,0.1348,-0.3525,0.0738,0.6247,0.0011,,0.069,8.59,-11.34,,,,,,,,,,,34.028454,59.677208,False,33.8500429,59.57700901,370.24623325,14.031382551684334,0.9621729217146601
444102921240354816,Stock_2,Kos2024,105,S,T,55.3034,53.366227,369.6515,10.3674,-17.0231,,16.1353,17.2387,15.1046,2.1341,8.2963,85.66,,13.1767,-0.578,0.0313,1.2049,0.0523,,0.4602,59.6,-61.42,,,,,,,,,,,55.303323,53.366303,False,33.8500429,59.57700901,370.24623325,85.65787378764104,0.9983936818349792
459041401615690496,Stock_2,Risbud2025,106,S,T,36.692082,59.075419,361.661,15.2001,-13.7636,,15.7136,16.6113,14.7791,1.8322,7.9221,13.03,,1.5338,-0.5548,0.0176,0.7945,0.0382,,0.0889,2.04,-12.75,,,,,,,,,,,36.691951,59.07548,False,33.8500429,59.57700901,370.24623325,13.026443839815634,0.9768120983307803
458795111013503488,Stock_2,Kos2024,105,S,T,34.13867,58.696733,355.5597,16.0689,-14.3285,,16.6217,18.0441,15.4469,2.5972,8.8671,15.74,,0.8926,-0.0058,0.0435,-0.3433,0.0577,,0.0844,8.77,-13.23,,,,,,,,,,,34.138532,58.696797,False,33.8500429,59.57700901,370.24623325,15.73678685111095,0.9603330650494877
463935259151411200,Stock_2,Kos2024,105,S,T,41.556954,58.343331,376.107,14.0371,-15.9833,,16.2745,17.3211,15.258,2.0632,8.3979,27.7,,4.1546,0.5094,0.0327,-0.6724,0.0709,,0.1079,24.28,-13.23,,,,,,,,,,,41.556835,58.343402,False,33.8500429,59.57700901,370.24623325,27.70360454731245,1.0158293757604353
459255772024335744,Stock_2,Kos2024,105,S,T,36.488664,59.489518,360.11,15.5537,-14.5581,,15.3083,16.1266,14.4227,1.704,7.5262,13.26,,1.3405,-0.0574,0.0246,0.1774,0.0293,,0.0883,2.25,-13.23,,,,,,,,,,,36.488528,59.489583,False,33.8500429,59.57700901,370.24623325,13.256620098776127,0.9726229942678289
507051508127066496,Stock_2,Kos2024,105,S,T,31.343031,59.20778,348.074,16.7994,-12.4479,,17.0168,18.2652,15.9283,2.3369,9.3084,23.68,,1.3286,0.2918,0.0755,-1.6022,0.0597,,0.0753,19.77,-13.23,,,,,,,,,,,31.342885,59.207835,False,33.8500429,59.57700901,370.24623325,23.6835461787819,0.9401148985220635
458215840181883904,Stock_2,Kos2024,105,S,T,38.994465,58.459374,368.6867,14.4832,-14.0601,,16.7525,17.8741,15.6969,2.1772,8.9192,18.59,,2.8722,-0.4254,0.0306,0.7485,0.0641,,0.0993,13.1,-13.23,,,,,,,,,,,38.994342,58.459436,False,33.8500429,59.57700901,370.24623325,18.59235215313097,0.9957878484372129
507279656786735104,Stock_2,Kos2024,105,S,T,34.605868,59.731349,354.0999,16.325,-14.3247,,16.4647,17.6876,15.3382,2.3494,8.719,16.35,,0.4119,0.0539,0.0582,0.2103,0.0295,,0.087,8.82,-13.7,,,,,,,,,,,34.605724,59.731413,False,33.8500429,59.57700901,370.24623325,16.354773110163766,0.9563902835465241
459961521046030080,Stock_2,Kos2024,105,S,T,46.916776,56.418844,354.2746,13.7695,-16.2936,,16.4199,17.5928,15.3594,2.2335,8.6732,50.56,,7.5719,0.2436,0.0285,1.1641,0.0673,,0.3183,24.45,-44.41,,,,,,,,,,,46.916665,56.418916,False,33.8500429,59.57700901,370.24623325,50.557301980269365,0.9568621316959746
447768761727525760,Stock_2,Kos2024,105,S,T,49.667659,55.870762,369.2579,12.1025,-16.6371,,15.3012,16.147,14.399,1.7479,7.4645,59.28,,9.1555,-0.0207,0.019,0.6092,0.0403,,0.3122,42.31,-41.57,,,,,,,,,,,49.667563,55.870836,False,33.8500429,59.57700901,370.24623325,59.28274031392062,0.9973306055234528
460255365530531328,Stock_2,Kos2024,105,S,T,46.482813,57.344155,355.5699,13.4139,-17.1603,,17.1334,18.7155,15.9229,2.7926,9.3788,46.44,,6.9452,0.168,0.0486,0.1047,0.0866,,0.2904,22.83,-40.63,,,,,,,,,,,46.482702,57.344231,False,33.8500429,59.57700901,370.24623325,46.442525791495385,0.9603606142831705
458131555744248192,Stock_2,Kos2024,105,S,T,38.663011,57.93653,339.0874,16.0402,-15.5279,,15.7352,16.5799,14.7376,1.8423,8.0836,36.22,,2.9847,-0.2369,0.0106,0.5015,0.0434,,0.2367,7.66,-35.43,,,,,,,,,,,38.662877,57.936599,False,33.8500429,59.57700901,370.24623325,36.218623157294566,0.9158429432853656
460560132110120064,Stock_2,Kos2024,105,S,T,43.30444,56.796744,355.8349,13.6174,-15.9573,,17.0881,18.3463,15.9944,2.3519,9.3319,38.86,,5.6902,-0.5562,0.0228,0.2031,0.097,,0.2484,17.65,-34.49,,,,,,,,,,,43.304329,56.796815,False,33.8500429,59.57700901,370.24623325,38.86295193344149,0.9610763541778721
447312258245108736,Stock_2,Kos2024,105,S,T,46.550582,54.274074,376.6153,13.2312,-16.2581,,15.8802,16.871,14.9031,1.9679,8.0007,57.02,,8.6698,0.7647,0.0095,0.2108,0.0567,,0.2598,46.37,-33.07,,,,,,,,,,,46.550481,54.274146,False,33.8500429,59.57700901,370.24623325,57.02421040263055,1.0172022459056307
