ref_1,ref_2,N_ref1,N_ref2,intersection,jaccard,fraction_ref1_recovered,fraction_ref2_recovered
Kos2024,Risbud2025,234,442,160,0.31007751937984496,0.6837606837606838,0.36199095022624433
