gaia_dr3_source_id,cluster_name,catalogue_id,catalogue_reference,selection_stage,selection_criterion,original_class,original_class_basis,homogenized_class,homogenized_class_basis,kos_pbint,kos_pbbin,kos_like,kos_like6d,risbud_leading_flag,risbud_trailing_flag,risbud_within_tidal_radius_flag,risbud_corrected_sample_flag,ra_deg,dec_deg,pmra_masyr,pmdec_masyr,rv_kms
464727835234427776,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,1,42.08012,60.064026,13.190422,-14.705957,11.460000038146973
464930798210531072,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9284733700376612,251.10428616240762,0.0,-1,-1,-1,-1,41.98591378583,60.94362483196,13.77675043289457,-15.57541482794344,nan
465000136161923712,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9304626163885197,10033.661425469147,0.0,-1,-1,-1,-1,38.64851272105,59.11437392736,14.12986037428858,-14.50231535355449,8.107702255249023
465000136161923712,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.648513,59.114374,14.12986,-14.502315,8.109999656677246
465001716709902592,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9556850465737234,10033.661425469147,0.1290816162246984,-1,-1,-1,-1,38.46520376766,59.09366909499,14.81324501757548,-14.90087875868552,11.13973712921143
465001716709902592,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.465204,59.093669,14.813245,-14.900879,11.140000343322754
465011784113142912,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.84384505158073,355.0682779445809,0.0,-1,-1,-1,-1,38.58890812091,59.32647944348,15.72301389658751,-15.81235676373153,nan
465011784113142912,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,0,38.588908,59.326479,15.723014,-15.812357,nan
465011887192346240,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.611805393360326,644.6619654361813,0.0,-1,-1,-1,-1,38.57258463272,59.35802387753,14.26980822151105,-14.06958382295751,8.860613822937012
465013605179223040,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.951343379965872,10033.661425469147,0.1290816162246984,-1,-1,-1,-1,38.68745810697,59.41907712007,14.47496571994947,-14.39506879494305,8.967976570129395
465013605179223040,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.687458,59.419077,14.474966,-14.395069,8.970000267028809
465015976000817792,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9260098543692571,10033.661425469147,0.02234104896196704,-1,-1,-1,-1,38.21935391455,59.22285740308,14.22276059993433,-14.4273337319067,11.31581211090088
465015976000817792,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.219354,59.222857,14.222761,-14.427334,11.319999694824219
465022057674476288,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9795638511701052,14847.961192464134,0.0,-1,-1,-1,-1,38.13940817628,59.37185090466,14.41899570060742,-14.08149845098057,nan
465027864470219392,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9798746724066367,14847.961192464134,0.0622841365000293,-1,-1,-1,-1,38.33528341732,59.45055534014,14.85686591216209,-14.7401343459779,1.710461497306824
465027864470219392,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.335283,59.450555,14.856866,-14.740134,1.7100000381469727
465040886811367040,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9317549010826823,14847.961192464134,0.0,-1,-1,-1,-1,39.30194032565,59.54139635409,14.72815766284819,-15.22695852637319,nan
465040886811367040,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,39.30194,59.541396,14.728158,-15.226959,nan
465045594095465856,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.7113843242089737,10033.661425469147,0.0,-1,-1,-1,-1,39.16769658426,59.64918695764,14.04000449771111,-14.70995573173949,nan
465049476746021248,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,38.732824,59.515056,15.399758,-15.909104,10.6899995803833
465055695858551936,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.555388,59.720382,15.208233,-15.78049,nan
465082771332006912,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,38.074159,59.722684,16.448091,-16.511267,nan
465084798556690432,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9557579594896342,14847.961192464134,0.08281984817214043,-1,-1,-1,-1,37.68230428322,59.5361161344,14.52353082217048,-14.44137668929326,11.82808208465576
465084798556690432,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.682304,59.536116,14.523531,-14.441377,11.829999923706055
465091361266633728,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9240910809012485,14847.961192464134,0.0622841365000293,-1,-1,-1,-1,37.62025508885,59.71230701269,14.2870138682461,-14.84144136707954,10.38487339019775
465091361266633728,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.620255,59.712307,14.287014,-14.841441,10.380000114440918
465102970559130752,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.2916519339206386,2488.3184918356233,0.0,-1,-1,-1,-1,38.47711384167,59.78244466545,14.24171353395067,-14.04139050327765,nan
465106685709862784,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,38.24776,59.798027,15.058447,-15.911086,nan
465113866895445376,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.820639,60.03507,14.706305,-16.22945,11.260000228881836
465131905757622400,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.721661272878871,10033.661425469147,0.0,-1,-1,-1,-1,38.3713629708,60.21823858971,14.45265841184877,-14.37726392043281,7.577212810516357
465131905757622400,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,1,38.371363,60.218239,14.452658,-14.377264,7.579999923706055
465132764751065984,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9253925477554978,10033.661425469147,0.1290816162246984,-1,-1,-1,-1,38.41791526319,60.29068045692,14.62713183354339,-14.37257206428809,7.984037399291992
465132764751065984,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.417915,60.29068,14.627132,-14.372572,7.980000019073486
465137605174350336,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.8535849705534957,644.6619654361813,0.1290816162246984,-1,-1,-1,-1,39.51422392647,59.73137833299,14.11536682303552,-15.70912439012981,11.81300163269043
465137605174350336,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,39.514224,59.731378,14.115367,-15.709124,11.8100004196167
465147230200889984,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9323161073997454,10033.661425469147,0.1290816162246984,-1,-1,-1,-1,39.79974408531,59.98370020986,14.53546261100451,-14.99950615744053,12.34365272521973
465147913095854976,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.1403894012818254,305.35871903233965,0.00789835064311966,-1,-1,-1,-1,39.71470808468,59.97923572653,13.62778915686747,-14.08133302583168,10.60401725769043
465147913095854976,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,1,39.714708,59.979236,13.627789,-14.081333,10.600000381469727
465195539993629312,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,39.576722,60.453781,13.803253,-16.359707,6.369999885559082
465197601577890816,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,39.683496,60.518502,14.442341,-14.146948,11.920000076293945
465217766444508288,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,0,39.038532,60.33281,15.132134,-16.46607,nan
465284566074406272,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.8265765430320404,12065.504139179217,0.1719583768587765,-1,-1,-1,-1,37.07907033633,59.93233932743,14.47726473987665,-14.23991225483815,9.003827095031738
465284566074406272,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,1,37.07907,59.932339,14.477265,-14.239912,9.0
465284806592588544,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.953045232117645,10033.661425469147,0.0,-1,-1,-1,-1,37.24995137927,59.87917988698,14.94470951967906,-14.13358372347842,nan
465284806592588544,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.249951,59.87918,14.94471,-14.133584,nan
465289582596117888,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9358903806605474,13732.90477240697,0.0622841365000293,-1,-1,-1,-1,37.65840615411,60.03660367515,15.47077530162448,-14.79700166232236,5.046117305755615
465289582596117888,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.658406,60.036604,15.470775,-14.797002,5.050000190734863
465291953418083328,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.7106937312108794,12065.504139179217,0.0,-1,-1,-1,-1,37.42360401355,60.03373194011,15.0267201305903,-14.96468606342071,nan
465292537533637632,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.8306848010465213,644.6619654361813,0.0,-1,-1,-1,-1,37.28670716837,60.04616944952,14.5975143908938,-14.00506295812039,nan
465292537533637632,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.286707,60.046169,14.597514,-14.005063,nan
465297858992556416,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,36.928903,60.030951,17.435383,-17.132893,10.979999542236328
465302708016181504,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9217891538806806,14847.961192464134,0.0,-1,-1,-1,-1,36.8831001142,60.11373986128,15.24031730296103,-14.40950635585343,nan
465309820481950592,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9259083525785184,5437.941690376845,0.4603610089132602,-1,-1,-1,-1,37.05139400418,60.23970721418,15.51209679848743,-14.34753242027701,-6.694932460784912
465309820481950592,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.051394,60.239707,15.512097,-14.347532,-6.690000057220459
465311813346743168,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9218960493402983,10033.661425469147,0.1290816162246984,-1,-1,-1,-1,37.25403652606,60.32362772418,14.91813475554312,-14.61669360888278,7.407194137573242
465311813346743168,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.254037,60.323628,14.918135,-14.616694,7.409999847412109
465314630845923200,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.909361311068227,10033.661425469147,0.0,-1,-1,-1,-1,37.70974272596,60.15228547513,14.2227063506424,-14.53953788629541,7.836952209472656
465314630845923200,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,1,37.709743,60.152285,14.222706,-14.539538,7.840000152587891
465345245372682496,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,0,37.449909,60.599797,14.901873,-14.354185,nan
465345722111246080,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9279750566280685,251.10428616240762,0.002031004451087912,-1,-1,-1,-1,37.4192447375,60.65658026695,14.80739557326771,-14.76570411439986,8.538878440856934
465345722111246080,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.419245,60.65658,14.807396,-14.765704,8.539999961853027
465349231103137920,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.8518446671429772,2227.2722938907673,0.0839481839783004,-1,-1,-1,-1,36.76484089197,60.15346962211,15.60183768984659,-14.92622586808388,9.871123313903809
465349231103137920,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,36.764841,60.15347,15.601838,-14.926226,9.869999885559082
465360363658310016,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9359350697453404,13732.90477240697,0.0839481839783004,-1,-1,-1,-1,37.0326403196,60.44444810261,15.82409855662159,-13.73520447750122,11.04688453674316
465360363658310016,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.03264,60.444448,15.824099,-13.735204,11.050000190734863
465372630084786560,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,36.107005,60.502319,15.979482,-17.131759,6.289999961853027
465379948708992256,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9249053545104224,14847.961192464134,0.0,-1,-1,-1,-1,36.43993897989,60.61496839197,14.9386553772049,-14.64472672203494,nan
465379948708992256,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,36.439939,60.614968,14.938655,-14.644727,nan
465383552181000064,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,36.468228,60.771378,15.900726,-14.683341,10.369999885559082
465390909466421888,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.125081,60.69483,14.693961,-14.70998,7.75
465391802819616768,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,36.975407,60.721095,15.390243,-13.937447,nan
465419320670633216,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,38.24725,60.514745,17.487614,-17.768093,-2.2100000381469727
465420802439013120,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,38.172028,60.56306,14.141237,-14.180087,14.0600004196167
465431969353815424,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,0,38.601502,60.887787,16.451005,-17.740382,nan
465454956019758208,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,1,38.722424,60.908831,15.326996,-15.15647,nan
465497970111702400,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,37.479622,61.172027,14.142061,-15.09287,10.149999618530273
465648092110399616,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,39.531792,61.08204,13.251192,-15.336417,11.0
505229926597072256,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9554103290671792,3044.6394697191954,0.07040815430438102,-1,-1,-1,-1,31.72364787958,57.95122038506,16.80060752457988,-13.3895078099903,3.637198925018311
505229926597072256,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.723648,57.95122,16.800608,-13.389508,3.640000104904175
505300325403867264,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,0,30.335603,57.580091,17.877425,-13.732349,nan
505398289314030592,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,30.749917,57.664664,18.800005,-14.483034,4.96999979019165
505398319370030848,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,30.754168,57.66715,17.702414,-14.037886,3.880000114440918
505417908724288896,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,30.643012,57.996635,17.387796,-14.615623,14.5600004196167
505427220214529152,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,31.007568,57.977772,17.285303,-14.038145,7.199999809265137
505433439327292928,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,31.131395,58.03892,17.637335,-13.366698,8.260000228881836
505438215330643712,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,30.926028,58.180118,17.86937,-13.405167,8.270000457763672
505438249690378112,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.8130237125475388,650.3430578832952,0.0,-1,-1,-1,-1,30.95570195325,58.18123717991,15.83487698017219,-12.34652923978376,nan
505438249690378112,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,0,30.955702,58.181237,15.834877,-12.346529,nan
505439314842493440,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9473285488319367,3363.632810624608,0.0,-1,-1,-1,-1,31.10278294865,58.22586937653,16.42213809359649,-13.35841697144889,nan
505439314842493440,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,0,31.102783,58.225869,16.422138,-13.358417,nan
505443987766725376,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9304841735144785,3044.6394697191954,0.03746074876451035,-1,-1,-1,-1,30.84434887329,58.14588413814,17.51119438499651,-12.40919076576022,16.17905616760254
505443987766725376,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,30.844349,58.145884,17.511194,-12.409191,16.18000030517578
505445155997779584,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9515816717122887,3363.632810624608,0.0,-1,-1,-1,-1,30.72213821103,58.20748295406,16.23137332193989,-13.77762358615584,nan
505497795119022080,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,30.358764,58.374104,16.282905,-12.976464,nan
505507450205238784,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,30.288322,58.51345,16.408585,-13.301655,9.170000076293945
505942719367227776,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,25.34459,57.840392,18.705595,-12.056649,-52.97999954223633
505959280759640704,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,0,26.362711,57.681175,16.039946,-11.791154,nan
505971684625089536,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,26.303799,57.75961,18.82369,-11.616161,1.3799999952316284
505990926079570048,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,0,26.680537,57.906331,17.844937,-12.278031,nan
